Name,Type,Tone,Syllab,Jitter,Shimmer,HNR,MFCC-1,MFCC-2,MFCC-3,MFCC-4,MFCC-5,MFCC-6,MFCC-7,MFCC-8,MFCC-9,MFCC-10,MFCC-11,MFCC-12,MFCC-13
39-a_l,healthy,l,a,0.2245756751722119,0.027684195169233705,27.1517319166163,519.6985035990702,138.20165984988716,-75.51316104647168,-55.364543118327035,-29.77123457824618,-46.56525714419659,28.24372561536232,11.190055309119963,-3.965738953618164,11.58800316583182,-44.70616368255084,22.710549804261966,-18.79581382270421
29-a_l,healthy,l,a,0.4988262635460537,0.03885880149932715,20.022509683602063,512.1598527124067,128.30460489379564,-53.08590655316661,-59.688274843382914,-45.695365078959064,-33.83116798756106,15.513841745293181,17.56332632551244,3.4320734217924276,8.504940797026201,-49.3671704000369,21.904375192332694,-13.309916965398603
46-i_n,healthy,n,i,0.5320076639389527,0.023150390729872843,22.705092749924628,520.8595337019834,137.33935322686958,-66.33953179123667,-72.06793662721958,-37.85283770412886,-29.106708231331563,16.68115126870729,18.56394301073,7.352761966464069,7.298131118623093,-52.54862174046156,26.92892803535415,-22.35216950864364
976-a_h,healthy,h,a,0.24727134225811598,0.02828188006986654,25.781865322809384,523.0538081730524,132.36687999591948,-67.76772000665096,-69.60311885795929,-36.01031225619569,-39.39419310012484,26.393309413912807,26.924494020766552,-3.0852544584269026,14.670360173926353,-44.343843839391624,15.22439308736366,-27.008229695618716
1066-a_n,healthy,n,a,0.506875685370102,0.04291787691457095,18.16251537799842,517.0511861810226,145.48620649263543,-62.27525191593041,-66.18199450148201,-44.67086189880095,-41.92873599827789,47.48310791197494,19.518473369394457,5.806440203430611,8.765372492823879,-46.73157138148541,23.2054446701845,-21.09961911300044
1009-i_l,healthy,l,i,0.3496349617951379,0.013271962841356955,22.398005848960626,527.4272760962695,142.668819002288,-53.08467519327692,-65.29824704528517,-63.015281355078216,-27.315825863450385,49.590504480027974,25.921756112459487,-0.022261863792273573,-0.10875591498927406,-34.436554391030754,28.802219709973546,-24.630417102935677
70-i_l,healthy,l,i,0.121675533137503,0.009269204062375408,35.19193227669052,521.0457527438338,155.31621150917016,-60.147967198866795,-68.10356261226687,-41.074068269619545,-32.17443177445603,34.06695257816554,34.411261215788855,10.830083953661006,2.279859649136217,-55.80044651359735,29.622111000345335,0.3037103332329636
1-i_l,healthy,l,i,0.23877859121534234,0.01904494021583791,19.410767595912546,523.5811443299657,148.8748640567191,-52.23607403468817,-63.813941317697314,-52.56621075841869,-28.651098035322388,32.38037867983755,35.727378950810476,8.01749774268971,-3.848426646925212,-49.58501736931356,32.586194254957704,-8.099663461338293
116-u_n,healthy,n,u,0.3219831751303745,0.029148320330428416,25.01061353854725,521.2576855504814,133.23900584728716,-54.934665621875396,-61.87068090931848,-64.14249571884707,-26.893585684042694,31.550583448473017,26.6702209865293,28.180434392961455,-11.98952698665055,-50.93769530194699,25.43988664623953,-7.401945657748188
60-i_l,healthy,l,i,0.5269621997538538,0.0359669083491909,23.725717297488455,514.1310307480348,139.49732055300336,-50.687295070134894,-72.4343905940031,-75.61939519358324,-36.46242547656739,44.74816720690376,31.812480633759403,14.596422332245659,-16.372476339078034,-51.09341107584402,22.318515924922668,-8.176789592596627
1019-i_l,healthy,l,i,0.6749458211035761,0.013521464369413682,26.246147889524863,523.0272218028244,161.80773382308757,-70.42506806926286,-80.65179147136703,-70.35034606360836,-46.24759907106201,56.404470815458424,30.064148093674508,0.034734854033665385,-9.072564255480025,-55.170706595966436,25.071483484517934,-16.834799006372467
1076-a_n,healthy,n,a,0.31424431321144974,0.031305286472423234,23.492191515244347,522.7960858118851,146.15279388275917,-70.4417367182054,-77.87150309931468,-59.035786660733244,-40.02660635827863,45.40706377386343,25.397383110432152,-0.3788478967455795,1.8047002959689955,-53.25538419261867,24.854342906054065,-25.078755584337692
1605-a_l,healthy,l,a,0.539662589968056,0.05097300822165101,21.88057903411681,518.5291914097161,141.84096362123273,-65.40601497596461,-91.36262487883985,-53.77392061532315,-22.269032224763443,37.48991486077028,11.678586283960003,9.376167550416067,4.79161593641286,-48.26835469388022,23.86743431192821,-26.851178845734218
842-a_l,healthy,l,a,0.32880356893466706,0.024661604584349052,24.400515492498215,525.327317227699,128.7048211810013,-56.59708118827,-78.48130981915729,-58.778796936593835,-15.94700691716864,27.314626781003884,15.648767817288872,11.825204930239988,0.9493212387089365,-42.174220756951286,14.379205649273489,-20.300156645893505
955-i_n,healthy,n,i,0.34833909788766715,0.014553570919983914,25.343152151746406,516.1243763729663,148.21999702030467,-67.31219254621394,-79.06245143467964,-48.77893233020306,-27.332120992503118,31.786252795709004,21.0955386544663,9.932101791026785,9.892870467850166,-39.37972606126772,-1.76029653887732,-11.734161643479995
65-a_h,healthy,h,a,0.32183029455515627,0.03481226423444667,25.53338020195038,523.4437689472282,147.88382764657445,-79.71560132938976,-59.099444724756786,-46.876863669198364,-29.105939975938433,30.639469524278088,18.555459480181746,12.17463806553749,6.839069230146656,-34.96554949424512,4.990453867596855,-25.03991405405163
852-a_l,healthy,l,a,0.5716481495173005,0.03624128858769344,20.76898618188069,524.0758582890325,147.42292729986582,-90.57547998191939,-42.25967648706265,-33.95207023298401,-15.508514447078099,10.008179611651133,16.095341702429394,9.14987110601535,18.83328927647579,-24.410121755605584,-0.1786463773740259,-26.695743718014306
4-a_h,healthy,h,a,0.39013030307665103,0.026209596943354042,25.62337605196509,517.9346059459374,134.06920449715176,-63.50924812955212,-48.6581230665669,-35.75650926696811,-27.99427502536377,12.207161295987216,23.901809880950776,14.927610351721924,12.275320255344768,-43.1560417864159,17.794347214568255,-21.82973330090756
945-i_n,healthy,n,i,0.3582438179749059,0.02305533021038398,26.929235567533365,513.1429941995676,133.85057580774836,-58.91686812784562,-48.49026691224864,-43.931955527699664,-21.51882023342025,18.902157851334085,9.69463211601888,31.890602434956506,5.493863476251704,-40.048658855573095,14.619409458908237,-29.071136623620923
973-i_l,healthy,l,i,0.19494193443126373,0.014614333993854896,28.569484542780888,516.8842495685075,152.65359143220104,-74.02096443328877,-56.8140528504572,-32.01871647230454,-30.274001004284216,18.90649605022319,20.694009163014343,11.931012446047738,23.097939494483395,-39.150614542406984,-3.4026411793211793,-25.40127853744281
739-u_h,healthy,h,u,0.22676879756162038,0.01780983324645543,31.340729718316865,507.5706343500453,148.2221012800684,-64.25601668787,-70.50569583796874,-37.108860374552904,-9.063932702808366,14.024460567740011,10.315421503976468,13.157107878366737,21.30080922913123,-35.84492501570303,0.6375567909497484,-29.97260570221035
699-i_n,healthy,n,i,0.5475959352903482,0.021256285714383448,26.484218331714143,516.5993607093893,156.54922798218894,-65.77296303811718,-64.23120104576276,-40.7066194333723,-17.954104055449974,9.011409809655664,12.374430330385675,26.875936167963452,10.737902341208521,-37.83557585728358,1.8719032663941135,-37.420752611366424
963-i_l,healthy,l,i,0.3678319118758708,0.02834394671828908,24.026504093139422,528.8532905285092,143.40389356036465,-92.39936859546644,-47.85517166646894,-38.3445791692491,-29.709261535986972,24.16143821170681,18.445231689790297,13.20313925054942,6.373154392036646,-31.043550516541565,-1.4725227233674012,-30.315896964172097
1359-i_n,healthy,n,i,0.19674121312848158,0.014350123464067372,28.377472619010675,515.9224228914372,148.7239481737664,-70.21312416788967,-66.1033616434804,-36.68986235402776,-20.376531100965074,19.3012678157475,17.754684870676428,20.188456624627456,-3.498980928443789,-38.79344415786233,3.8381176335222875,-23.31002516191131
689-i_n,healthy,n,i,0.1478933259779433,0.01463684960146725,31.69472158430218,513.1366367803955,163.81731240396073,-68.89717206318352,-69.74366711678482,-48.04115109308498,-15.866243745208372,20.864880291981184,10.545092578073401,20.74999817675733,7.274293599521577,-46.624120040630515,4.561255640714197,-22.552645656286174
2200-u_l,healthy,l,u,0.42560378905440904,0.023074779287005784,27.752082620338147,518.5230041239275,138.3937942904413,-76.06099029878784,-46.63006879782713,-43.760926689810034,-19.81450531224406,19.301660883414705,16.724125390721884,10.650016500268258,8.141211059255529,-25.822393665354603,-2.8512236516550047,-27.95263885895613
711-a_n,healthy,n,a,0.29361102829383906,0.018836908466833075,25.301320906351723,513.8317427195911,133.22071570130885,-63.41603167926041,-60.60533727598914,-38.71994825027999,-26.16450181859535,23.70217834699877,10.724585144340503,21.156375409075938,6.203686615233867,-34.26677372115891,6.502246811885083,-35.28784128851254
1012-u_l,healthy,l,u,0.12908756649075961,0.010736765251139703,34.71290639259995,519.994216943804,128.8937558306671,-62.41128818832149,-51.83186135604636,-46.271508026199854,-26.053723514965238,27.96600931661792,5.713495157746763,20.760295129101394,10.028456552288713,-40.195787674741595,13.794866937314826,-27.516158046055615
983-a_l,healthy,l,a,0.3117728168926824,0.024648464378574417,25.902427346845567,508.43419112550333,133.3158150266025,-66.71624891509802,-30.796301199486702,-50.98486583152966,-33.97199472464396,23.13003748644813,-8.380794398358077,34.71515504044484,9.136070699261989,-32.17225508190814,6.650146255166007,-30.44250619366357
679-a_n,healthy,n,a,0.39734123094127144,0.02171308792387115,23.92895451632815,501.6103580427535,125.17527664303367,-54.51484134869914,-35.30046892408491,-52.273596995988605,-30.527794908444683,14.370579395997396,9.812623399729866,28.18652021528169,6.350370855361934,-36.83415012482833,8.749443206806443,-19.385079190756468
1002-u_l,healthy,l,u,0.683495220265728,0.020091124748188697,25.416928862790144,510.32744053884835,124.67831217252953,-60.07153652339397,-47.30661279950966,-37.03246584647232,-34.26971191119589,13.100109955265772,19.660631392334977,11.693537466035348,11.307760327691973,-34.991031402920484,2.5991508419162095,-21.851757643728632
993-a_l,healthy,l,a,0.42962535699354243,0.025444845935125082,24.93461698729866,493.097399379852,121.6829001663511,-39.712950739057874,-42.58315056930457,-51.42827441613389,-34.60546573066304,26.781791111799333,-7.883884402928722,21.627924549307316,12.663916977816262,-31.1791196585149,9.720929699372734,-34.028728634719734
701-a_n,healthy,n,a,0.4887373796961514,0.01970172621361522,23.08905270167622,493.6121886117228,128.04645488449725,-34.459170986986315,-41.864537566860605,-80.35807910223562,-31.469022563927254,49.589496079782975,-14.061410161686354,16.01157235333618,7.336449763270888,-43.870299691986155,21.441117805726776,-22.90167930476528
95-i_h,healthy,h,i,0.15456983994911722,0.006633281335851808,30.815704152292337,500.44432057685435,130.82406110846384,-45.44308558214149,-47.56806807370879,-67.20886102821738,-24.589806140312156,36.17697737139895,-0.8588261815779532,11.317268105247546,12.201934740217325,-45.28702269441152,12.879221535615738,-22.904163573767804
737-a_l,healthy,l,a,0.3959977193681314,0.03277916419809269,23.722679641479452,498.76937953975175,138.69783773104416,-41.951394105830424,-43.8422209025422,-71.7216365172284,-34.94958616716188,29.091201499859267,8.078476470891875,25.965282162932656,-3.6465409905795667,-38.32000011019633,4.683483210784381,-21.7183204801725
1034-u_n,healthy,n,u,0.20400184257015358,0.0329877404784862,26.34343470201705,501.180550291776,127.0442219020401,-39.06924700427325,-46.427001238735684,-59.45881187657194,-21.93240384990327,9.914851955197246,-0.5167218336182842,28.0353292116382,3.9250267073076195,-29.1173931248165,-1.2962572148463352,-26.329042738047914
1024-u_n,healthy,n,u,0.294626068466238,0.014925109457223164,33.23831759162924,513.0024357799181,117.58568471664805,-37.85083448515243,-52.33970999698232,-56.41916329268393,-13.945595359045853,8.767765220513368,4.658938407336233,23.3424189523877,8.961726501871158,-27.026864111749713,1.3580405539420184,-25.48608158094507
85-i_h,healthy,h,i,0.2789528961182884,0.016060020958088717,27.325425819437644,510.5198954286417,126.69773392559308,-47.35268995706376,-46.27386114157451,-60.823578661432876,-23.324230160977336,26.507386077946148,8.806965418674334,9.64973197509569,5.365530069969186,-35.84483707747894,17.04832987728875,-20.083520672231757
682-u_n,healthy,n,u,0.27371574829381307,0.025359349476413853,26.329335218906444,512.4122009103236,138.87426057081532,-65.73024007691338,-47.882891710238084,-55.909654333757885,-21.857952806528274,19.1700413368752,9.73171386669695,17.800458579511215,14.069958459800572,-36.61318706618009,6.402327300753196,-23.185283383403732
810-u_l,healthy,l,u,0.29792935248349106,0.011684057321207891,30.148795188558363,510.7355922562578,137.95237270413705,-63.27901801000084,-46.99249382678998,-51.184086439870896,-31.89173833590955,22.267757778150376,3.9943889926201557,22.399489272088445,18.065389047653678,-42.22822232016368,2.4168818151462936,-23.71237358219552
80-a_l,healthy,l,a,0.6634498976500999,0.03352704126920274,21.00341179699866,521.5929662936094,132.15335656310035,-76.0103541281486,-57.28457702154324,-47.12162127042416,-25.469028355728575,17.993974786428524,7.61610834913148,18.256143077469787,10.909108257257028,-34.303954271545905,1.0893892673700023,-26.578595851852302
37-u_h,healthy,h,u,0.19521731234582504,0.015006807700350363,32.11465030113304,520.6869490481457,132.31445750038938,-77.42778611126745,-54.0808587655108,-37.56382947664687,-26.984563302750434,7.979860732423941,-2.014015722509793,32.61325085210234,15.214713789535695,-32.27527647594594,-11.953671052827772,-29.363777571612037
968-u_l,healthy,l,u,0.22269746508274396,0.0137798374193486,27.397581952603154,528.3389168430484,144.2334333888299,-89.5810299498375,-57.29311111719042,-36.822565387307904,-32.75081530170782,3.849577004820631,14.793325364957418,26.157185021613,13.81896781359612,-35.11397908170348,-15.5971919215789,-26.396631783017167
1096-i_n,healthy,n,i,1.025728530189086,0.024265549569507407,18.727935079492113,519.0584596023893,155.22680409836445,-89.38753949493938,-55.71972115160328,-42.77462593603091,-31.46634425976346,13.107716584525896,7.635610052926403,32.58814500580438,13.300512419461405,-31.736653096361398,-28.830695353143827,-19.470284925682094
978-u_l,healthy,l,u,0.2216060986017586,0.018270428446489465,30.75447497074423,525.9302403217288,139.47256651903723,-79.00513327900443,-55.53062519449471,-43.813268092394125,-19.11663148525467,10.689569392563051,1.7319040313016885,30.625116833469225,30.520615274169863,-45.55089819792812,-8.949230257056637,-19.162119402835756
90-a_l,healthy,l,a,0.2997512368918568,0.02405468225227283,25.615688706170573,512.0414260723066,148.70382806019018,-75.4131236847992,-65.91045628776882,-35.570018288738396,-20.85262474777246,10.565377633490542,11.620373794302337,29.939924653467312,25.250853424257777,-45.70012031753011,-15.37728852450638,-14.971100780657187
732-i_h,healthy,h,i,0.2554503431109961,0.02483591930064535,30.15993518730503,520.6280003167633,150.21468258234276,-81.26643166833925,-61.02138556194292,-31.011124334334582,-20.17076607372232,11.464231085699335,6.284985012699458,32.80450294296594,21.077629299381236,-28.598195333223188,-23.56920867930105,-12.425741898786667
27-u_h,healthy,h,u,0.3745411187617429,0.02971229475184903,25.343974867042302,530.9662967514498,130.04471248194412,-75.83231536594626,-60.82062784677838,-33.79547663023708,-5.498758529909708,-1.9525683368256495,7.295053612453696,34.5783254302048,24.60555391386179,-37.86610413756043,-8.020011294719104,-16.121644506967975
996-i_h,healthy,h,i,0.8992427823083284,0.06245699061424926,16.827900454746697,529.669957577523,144.05386919884344,-70.56788472052264,-68.82479435530611,-36.28235334345007,-17.01336398039392,3.4293534753843176,20.648178994717497,34.235031315948845,14.818065744888914,-34.850868878690136,-13.783705751965027,-20.6752465887345
836-u_n,healthy,n,u,0.32276853649348114,0.029460937612841777,27.204832950271435,526.9668437809156,150.3068624417005,-74.78953099827285,-64.00969510720796,-42.53416733519366,-7.408858886467744,3.169273978279975,1.6255525725725057,48.58340748691719,18.50204571358904,-37.82723264997725,-20.483072912683937,-17.758606353673155
986-i_h,healthy,h,i,0.20431048122879972,0.010147022133212771,33.22389610467014,516.2833704157416,142.04287273962112,-56.174203735968995,-61.46956355935178,-54.22902896528609,-20.104888571535042,2.2421895459108327,13.701988134048996,43.510866810341156,21.94683653524576,-46.62914335570133,-19.073271434392012,-14.995006273210228
709-a_h,healthy,h,a,0.18275132056920323,0.012771862251067884,28.915722205126634,518.8563506575275,147.3281750000366,-69.72593983250098,-69.55607479737674,-45.6449533511156,-26.12844550612248,14.735912779281303,6.89344352425336,23.421841026555807,25.74622819755328,-32.069200877128765,-14.223527719318898,-26.844853387708014
115-i_h,healthy,h,i,0.16600689947741412,0.007304640856496417,30.404614991828335,514.7879999283548,141.25773834674285,-64.82504975866914,-56.96000852084214,-50.6394691201112,-32.74050683694239,4.931613580718928,11.691261366022093,33.70458891175585,24.883473509567622,-37.815138164133856,-11.22071621981074,-24.40384214057469
740-i_h,healthy,h,i,0.5470354147993212,0.0215669249249948,23.305693391323334,513.5779719562524,158.06338428016304,-65.5704872963093,-62.9731779152424,-50.25920382344178,-31.994230515977932,3.6851428382192495,11.829455177507702,40.75134863243836,28.208611458251937,-48.794953916679304,-9.530449843171205,-27.69425462980469
55-u_h,healthy,h,u,0.16616635389614248,0.01551051671136152,31.61353947846663,509.85695393150087,151.56832265523914,-64.09709956045107,-60.591469167170544,-47.32995921440302,-35.35120176607815,-2.295682735335909,20.191717381412403,46.84506325317858,24.99967345579899,-50.80115125207044,-19.364282139998185,-24.181843852675854
862-u_l,healthy,l,u,0.39726049865093044,0.03736052102170646,23.766880285849478,507.4013344484399,155.51141497569517,-70.06252194221227,-61.54293995274985,-45.55395914530274,-35.054555491350186,13.154670108793297,5.3380214998105835,40.93574062740919,33.55325532725836,-41.31360891745817,-21.03989740917502,-25.27943784444139
45-u_h,healthy,h,u,0.18700316694605212,0.01117080673200482,34.74762745159186,515.3801202355248,173.93585974320308,-82.5100196308336,-71.04711282714695,-43.48681217295713,-26.143285471620505,12.61586819215226,10.776822085506911,30.547509997853215,31.63304000453099,-35.754517961379776,-22.853880663959046,-21.79414491342148
126-a_n,healthy,n,a,0.1902554593984476,0.014906653814364004,26.62844406624544,525.1110261256828,146.81830237274016,-74.92874514921061,-67.25731458642261,-52.82548651029778,-11.839371469516351,9.00821718266904,5.879309753024909,33.76735180099001,35.641415385593106,-51.46686165780201,-14.087535476706215,-14.483854270076083
745-a_l,healthy,l,a,0.5504907499565391,0.027598308858142215,24.81865837500863,525.5062580487306,153.2782905851381,-69.00727451663418,-69.20952165226892,-53.141373716686765,-24.50680570519576,16.728320162861994,8.277880224717176,35.85938072934291,25.709873861259265,-33.22133355459053,-22.84783632124384,-21.594341288776963
136-a_n,healthy,n,a,0.27104700549898075,0.018542159874317465,26.912795221779426,531.5269089819699,159.9921963144681,-77.32659569638203,-74.02925328644062,-40.29078758509961,-18.142917235058214,-3.343854326415702,16.198234339422843,42.3393607498134,16.116379442816886,-33.90356668563684,-13.137361465245231,-14.841664493614719
1108-u_l,healthy,l,u,0.25061048876580855,0.015282008631834152,29.878188692660498,531.9271600770616,171.62069865390535,-76.64643041468813,-83.87877396273586,-33.87655764946499,-16.091009209303497,-10.79153744720044,22.052657732975057,32.90537377820503,23.702693567642893,-29.365437073632116,-17.65590139437352,-24.06332667796108
100-a_l,healthy,l,a,0.7018199040771149,0.06687456897495231,14.951695472656482,533.8786775703901,163.1696087072288,-77.44100960251302,-89.71629642693483,-35.87662451330952,-21.831027956983764,11.139479913183944,16.532020814463486,25.42424524342142,22.666929658081212,-28.036935887140878,-7.036092046444981,-26.18000798634742
956-u_h,healthy,h,u,0.22825261064706331,0.016733072193933603,31.913131499990037,534.9967386899218,163.80036718972775,-87.0767369500517,-80.26642351169265,-48.70572791876324,-7.420486182747968,11.327982715565568,3.241452998275321,28.50371080123476,35.36824186404804,-33.72446805899288,-24.274912919925967,-8.99934544549679
1070-u_l,healthy,l,u,0.2721535104423847,0.019121643218697602,29.548986885784547,539.7138290973163,159.10109190868278,-84.60224540943248,-68.7202384477404,-59.04196268103562,-11.470299618187344,13.97457825779978,3.791095027066433,34.376489121843676,35.09770422892286,-39.92658848593517,-13.23634938660991,-15.919997254261014
19-u_l,healthy,l,u,0.13670469356561618,0.009840545590854252,33.79632329124745,536.1154698516518,157.4144972956708,-81.89183576292913,-63.97680928587419,-43.97921173103168,-19.222340433953818,-5.996676504879108,15.28053876537893,42.07312086535353,26.80566935789924,-38.32833655331157,-3.365852934069359,-22.57618879006831
946-u_h,healthy,h,u,0.12218243416119592,0.00957841764726343,35.11885145576192,523.6657469223835,158.12605650387343,-76.33051071435,-69.34155745339548,-51.16063532842169,-26.607747229868732,15.883537094947343,10.96774829977311,28.314203702407962,29.26705518047547,-37.13349945234921,-9.826900816757348,-14.028397139195082
1060-u_l,healthy,l,u,0.30814417151770895,0.026236709484673642,26.664111653364397,521.1348011896364,159.7215172656102,-72.14594997502357,-73.41964458585302,-57.999835041342806,-22.785500435086778,10.221590282407146,7.5017919005911935,43.93701444462782,22.284156347275385,-46.53922322287503,0.8765677056430654,-24.37910560862533
96-u_n,healthy,n,u,0.16459189436911165,0.008033768439368467,35.9351045169812,522.7993778731893,144.83546069650302,-68.96662296440292,-65.78454038221805,-62.94386918840236,-16.790790805395133,10.340063607502081,-0.21239728773980104,41.76591460523048,22.37271508320686,-41.33331519000521,-2.255837941866872,-25.052404475627036
694-a_l,healthy,l,a,0.2067110406548132,0.010255233448794402,30.300894270949854,515.2102707189658,156.95327848603176,-66.97634943735757,-70.99084235813964,-57.06937283032412,-19.34783884588278,-3.8596804875553232,3.0848926297286923,44.85401474741467,19.84820934594743,-28.797763393793225,-17.832829680444075,-27.268628920073812
806-a_n,healthy,n,a,0.29721437280802415,0.014605339467237539,25.6034230890649,530.5647437797754,157.6279995154419,-82.59295232750705,-65.53229047978449,-48.83162572221861,-13.985578919795167,-12.26657702526489,5.681499352716568,46.810806858774754,21.93591056418844,-35.045073512869905,-5.665314357788727,-25.53920283325848
1027-i_h,healthy,h,i,0.3076623390265974,0.016689673821731043,27.642261215934543,535.6486527239832,151.31654313350498,-62.10524868931664,-62.38728147883545,-66.5934895601415,-21.20453245707548,-3.4332075839588363,25.69463001691804,47.64621057063643,23.74278311275095,-52.62383338604027,-10.730594818028813,-11.535558910766715
86-u_n,healthy,n,u,0.23179206700143692,0.015024851729175523,32.78500975836539,527.077257100922,141.21666500990918,-63.97316806626111,-51.45805778698103,-64.4581324824223,-15.980351286158754,5.5904390802677675,17.33309070842194,31.036995385051508,28.44345327616613,-32.353810455672296,-12.785597932215207,-15.880452399083996
684-a_l,healthy,l,a,0.48634983476128,0.0401519556733344,23.490054359667692,524.965214692911,139.55583765269478,-59.21130123252999,-49.4403583877924,-67.80532061244348,-15.577469138618898,7.621265857733903,19.307678230055004,41.43724023424616,27.410663494202694,-45.526798829389904,-16.364358174855315,-13.795434350662736
